Country,Year,Crop,Yield,Pesticides,Temperature,Pollution,Precipitation,Machinery
Croatia,1993,Corn,4.4821997,2.27,11.25,24.43103146,1018.09326,0.54
Croatia,1993,Cassava,0,2.27,11.25,24.43103146,1018.09326,0.54
Croatia,1993,Potato,7.8434997,2.27,11.25,24.43103146,1018.09326,0.54
Croatia,1993,Soybean,2.3084,2.27,11.25,24.43103146,1018.09326,0.54
Croatia,1993,Wheat,4.1867,2.27,11.25,24.43103146,1018.09326,0.54
Croatia,1993,Rice,0,2.27,11.25,24.43103146,1018.09326,0.54
Croatia,1994,Corn,4.5529,2.5,12.53,24.23707609,912.5082,0.55
Croatia,1994,Cassava,0,2.5,12.53,24.23707609,912.5082,0.55
Croatia,1994,Potato,8.4888,2.5,12.53,24.23707609,912.5082,0.55
Croatia,1994,Soybean,2.1594,2.5,12.53,24.23707609,912.5082,0.55
Croatia,1994,Wheat,3.7823,2.5,12.53,24.23707609,912.5082,0.55
Croatia,1994,Rice,0,2.5,12.53,24.23707609,912.5082,0.55
Croatia,1995,Corn,4.9027,2.77,11.24,24.02775481,1237.2842,0.58
Croatia,1995,Cassava,0,2.77,11.24,24.02775481,1237.2842,0.58
Croatia,1995,Potato,10.4158,2.77,11.24,24.02775481,1237.2842,0.58
Croatia,1995,Soybean,2.2851999,2.77,11.24,24.02775481,1237.2842,0.58
Croatia,1995,Wheat,3.8604999,2.77,11.24,24.02775481,1237.2842,0.58
Croatia,1995,Rice,0,2.77,11.24,24.02775481,1237.2842,0.58
Croatia,1996,Corn,5.2191997,2.83,10.53,23.71919601,1176.7461,0.6873950000000001
Croatia,1996,Cassava,0,2.83,10.53,23.71919601,1176.7461,0.6873950000000001
Croatia,1996,Potato,10.162499,2.83,10.53,23.71919601,1176.7461,0.6873950000000001
Croatia,1996,Soybean,2.1857,2.83,10.53,23.71919601,1176.7461,0.6873950000000001
Croatia,1996,Wheat,3.6905,2.83,10.53,23.71919601,1176.7461,0.6873950000000001
Croatia,1996,Rice,0,2.83,10.53,23.71919601,1176.7461,0.6873950000000001
Croatia,1997,Corn,5.8802,2.75,11.3,23.30446208,1020.7027,0.75
Croatia,1997,Cassava,0,2.75,11.3,23.30446208,1020.7027,0.75
Croatia,1997,Potato,9.8123,2.75,11.3,23.30446208,1020.7027,0.75
Croatia,1997,Soybean,2.4622,2.75,11.3,23.30446208,1020.7027,0.75
Croatia,1997,Wheat,4,2.75,11.3,23.30446208,1020.7027,0.75
Croatia,1997,Rice,0,2.75,11.3,23.30446208,1020.7027,0.75
Croatia,1998,Corn,5.2474,2.41,11.57,22.9019664,1049.8765,0.7419110000000001
Croatia,1998,Cassava,0,2.41,11.57,22.9019664,1049.8765,0.7419110000000001
Croatia,1998,Potato,10.2378,2.41,11.57,22.9019664,1049.8765,0.7419110000000001
Croatia,1998,Soybean,2.2772,2.41,11.57,22.9019664,1049.8765,0.7419110000000001
Croatia,1998,Wheat,4.2214,2.41,11.57,22.9019664,1049.8765,0.7419110000000001
Croatia,1998,Rice,0,2.41,11.57,22.9019664,1049.8765,0.7419110000000001
Croatia,1999,Corn,5.5583997,2.36,11.63,22.63012233,1199.7496,0.82
Croatia,1999,Cassava,0,2.36,11.63,22.63012233,1199.7496,0.82
Croatia,1999,Potato,10.9779,2.36,11.63,22.63012233,1199.7496,0.82
Croatia,1999,Soybean,2.5003,2.36,11.63,22.63012233,1199.7496,0.82
Croatia,1999,Wheat,3.2976,2.36,11.63,22.63012233,1199.7496,0.82
Croatia,1999,Rice,0,2.36,11.63,22.63012233,1199.7496,0.82
Croatia,2000,Corn,4.0701,2.99,12.57,22.60734325,899.4693,1.22
Croatia,2000,Cassava,0,2.99,12.57,22.60734325,899.4693,1.22
Croatia,2000,Potato,8.488299,2.99,12.57,22.60734325,899.4693,1.22
Croatia,2000,Soybean,1.3751999,2.99,12.57,22.60734325,899.4693,1.22
Croatia,2000,Wheat,4.7455,2.99,12.57,22.60734325,899.4693,1.22
Croatia,2000,Rice,0,2.99,12.57,22.60734325,899.4693,1.22
Croatia,2001,Corn,5.6658998,2.83,11.66,22.92271001,1093.2028,1.21
Croatia,2001,Cassava,0,2.83,11.66,22.92271001,1093.2028,1.21
Croatia,2001,Potato,10.2106,2.83,11.66,22.92271001,1093.2028,1.21
Croatia,2001,Soybean,2.2066,2.83,11.66,22.92271001,1093.2028,1.21
Croatia,2001,Wheat,4.4047,2.83,11.66,22.92271001,1093.2028,1.21
Croatia,2001,Rice,0,2.83,11.66,22.92271001,1093.2028,1.21
Croatia,2002,Corn,6.3767,2.7,12.29,23.47050606,1217.4894,1.2858640000000001
Croatia,2002,Cassava,0,2.7,12.29,23.47050606,1217.4894,1.2858640000000001
Croatia,2002,Potato,11.389199,2.7,12.29,23.47050606,1217.4894,1.2858640000000001
Croatia,2002,Soybean,2.7031,2.7,12.29,23.47050606,1217.4894,1.2858640000000001
Croatia,2002,Wheat,4.5919,2.7,12.29,23.47050606,1217.4894,1.2858640000000001
Croatia,2002,Rice,0,2.7,12.29,23.47050606,1217.4894,1.2858640000000001
Croatia,2003,Corn,4.1993,2.57,11.88,24.0769486,790.1715,1.27
Croatia,2003,Cassava,0,2.57,11.88,24.0769486,790.1715,1.27
Croatia,2003,Potato,5.944,2.57,11.88,24.0769486,790.1715,1.27
Croatia,2003,Soybean,1.6565,2.57,11.88,24.0769486,790.1715,1.27
Croatia,2003,Wheat,3.2207,2.57,11.88,24.0769486,790.1715,1.27
Croatia,2003,Rice,0,2.57,11.88,24.0769486,790.1715,1.27
Croatia,2004,Corn,6.3054,2.5,11.27,24.56825483,1237.5911,1.28
Croatia,2004,Cassava,0,2.5,11.27,24.56825483,1237.5911,1.28
Croatia,2004,Potato,15.399699,2.5,11.27,24.56825483,1237.5911,1.28
Croatia,2004,Soybean,2.1545,2.5,11.27,24.56825483,1237.5911,1.28
Croatia,2004,Wheat,4.9277997,2.5,11.27,24.56825483,1237.5911,1.28
Croatia,2004,Rice,0,2.5,11.27,24.56825483,1237.5911,1.28
Croatia,2005,Corn,6.9182,2.31,10.86,24.77064198,1145.6586,1.2883440000000002
Croatia,2005,Cassava,0,2.31,10.86,24.77064198,1145.6586,1.2883440000000002
Croatia,2005,Potato,14.463799,2.31,10.86,24.77064198,1145.6586,1.2883440000000002
Croatia,2005,Soybean,2.4808,2.31,10.86,24.77064198,1145.6586,1.2883440000000002
Croatia,2005,Wheat,4.1144,2.31,10.86,24.77064198,1145.6586,1.2883440000000002
Croatia,2005,Rice,0,2.31,10.86,24.77064198,1145.6586,1.2883440000000002
Croatia,2006,Corn,6.5312,2.31,11.68,24.43590678,987.51636,1.30
Croatia,2006,Cassava,0,2.31,11.68,24.43590678,987.51636,1.30
Croatia,2006,Potato,16.381,2.31,11.68,24.43590678,987.51636,1.30
Croatia,2006,Soybean,2.7737,2.31,11.68,24.43590678,987.51636,1.30
Croatia,2006,Wheat,4.5833,2.31,11.68,24.43590678,987.51636,1.30
Croatia,2006,Rice,0,2.31,11.68,24.43590678,987.51636,1.30
Croatia,2007,Corn,4.9371,2.23,12.46,23.63769207,1044.0386,1.32
Croatia,2007,Cassava,0,2.23,12.46,23.63769207,1044.0386,1.32
Croatia,2007,Potato,17.073,2.23,12.46,23.63769207,1044.0386,1.32
Croatia,2007,Soybean,1.9489,2.23,12.46,23.63769207,1044.0386,1.32
Croatia,2007,Wheat,4.6408,2.23,12.46,23.63769207,1044.0386,1.32
Croatia,2007,Rice,0,2.23,12.46,23.63769207,1044.0386,1.32
Croatia,2008,Corn,7.9758997,2.59,12.37,22.6849842,1070.6357,1.31
Croatia,2008,Cassava,0,2.59,12.37,22.6849842,1070.6357,1.31
Croatia,2008,Potato,17.0369,2.59,12.37,22.6849842,1070.6357,1.31
Croatia,2008,Soybean,3.0052998,2.59,12.37,22.6849842,1070.6357,1.31
Croatia,2008,Wheat,5.4832997,2.59,12.37,22.6849842,1070.6357,1.31
Croatia,2008,Rice,0,2.59,12.37,22.6849842,1070.6357,1.31
Croatia,2009,Corn,7.3508,2.23,12.25,21.8867695,1098.7542,1.2899999999999998
Croatia,2009,Cassava,0,2.23,12.25,21.8867695,1098.7542,1.2899999999999998
Croatia,2009,Potato,19.3036,2.23,12.25,21.8867695,1098.7542,1.2899999999999998
Croatia,2009,Soybean,2.6,2.23,12.25,21.8867695,1098.7542,1.2899999999999998
Croatia,2009,Wheat,5.1896,2.23,12.25,21.8867695,1098.7542,1.2899999999999998
Croatia,2009,Rice,0,2.23,12.25,21.8867695,1098.7542,1.2899999999999998
Croatia,2010,Corn,6.9677997,1.62,11.37,21.5520343,1412.276,1.29
Croatia,2010,Cassava,0,1.62,11.37,21.5520343,1412.276,1.29
Croatia,2010,Potato,16.311499,1.62,11.37,21.5520343,1412.276,1.29
Croatia,2010,Soybean,2.7203,1.62,11.37,21.5520343,1412.276,1.29
Croatia,2010,Wheat,4.0415,1.62,11.37,21.5520343,1412.276,1.29
Croatia,2010,Rice,0,1.62,11.37,21.5520343,1412.276,1.29
Croatia,2011,Corn,5.6816998,1.72,12.26,23.6135683,695.28375,1.29
Croatia,2011,Cassava,0,1.72,12.26,23.6135683,695.28375,1.29
Croatia,2011,Potato,15.396,1.72,12.26,23.6135683,695.28375,1.29
Croatia,2011,Soybean,2.5005,1.72,12.26,23.6135683,695.28375,1.29
Croatia,2011,Wheat,5.2237,1.72,12.26,23.6135683,695.28375,1.29
Croatia,2011,Rice,0,1.72,12.26,23.6135683,695.28375,1.29
Croatia,2012,Corn,4.3374,1.79,12.43,20.91953659,970.8728,1.29
Croatia,2012,Cassava,0,1.79,12.43,20.91953659,970.8728,1.29
Croatia,2012,Potato,14.7848,1.79,12.43,20.91953659,970.8728,1.29
Croatia,2012,Soybean,1.7874999,1.79,12.43,20.91953659,970.8728,1.29
Croatia,2012,Wheat,5.3473,1.79,12.43,20.91953659,970.8728,1.29
Croatia,2012,Rice,0,1.79,12.43,20.91953659,970.8728,1.29
Croatia,2013,Corn,6.5,1.93,12.15,20.26404131,1236.1146,1.25
Croatia,2013,Cassava,0,1.93,12.15,20.26404131,1236.1146,1.25
Croatia,2013,Potato,15.8785,1.93,12.15,20.26404131,1236.1146,1.25
Croatia,2013,Soybean,2.3606,1.93,12.15,20.26404131,1236.1146,1.25
Croatia,2013,Wheat,4.8845997,1.93,12.15,20.26404131,1236.1146,1.25
Croatia,2013,Rice,0,1.93,12.15,20.26404131,1236.1146,1.25
Croatia,2014,Corn,8.1046,2.37,12.78,19.82894091,1465.9718,1.25
Croatia,2014,Cassava,0,2.37,12.78,19.82894091,1465.9718,1.25
Croatia,2014,Potato,15.6011,2.37,12.78,19.82894091,1465.9718,1.25
Croatia,2014,Soybean,2.7900999,2.37,12.78,19.82894091,1465.9718,1.25
Croatia,2014,Wheat,4.1559997,2.37,12.78,19.82894091,1465.9718,1.25
Croatia,2014,Rice,0,2.37,12.78,19.82894091,1465.9718,1.25
Croatia,2015,Corn,6.4747996,2.5,12.67,20.17187104,974.7831,1.26
Croatia,2015,Cassava,0,2.5,12.67,20.17187104,974.7831,1.26
Croatia,2015,Potato,17.0378,2.5,12.67,20.17187104,974.7831,1.26
Croatia,2015,Soybean,2.2103999,2.5,12.67,20.17187104,974.7831,1.26
Croatia,2015,Wheat,5.3809,2.5,12.67,20.17187104,974.7831,1.26
Croatia,2015,Rice,0,2.5,12.67,20.17187104,974.7831,1.26
Croatia,2016,Corn,8.547,1.96,12.26,18.17783133,1155.9691,1.28
Croatia,2016,Cassava,0,1.96,12.26,18.17783133,1155.9691,1.28
Croatia,2016,Potato,19.6596,1.96,12.26,18.17783133,1155.9691,1.28
Croatia,2016,Soybean,3.1046999,1.96,12.26,18.17783133,1155.9691,1.28
Croatia,2016,Wheat,5.6537,1.96,12.26,18.17783133,1155.9691,1.28
Croatia,2016,Rice,0,1.96,12.26,18.17783133,1155.9691,1.28
Croatia,2017,Corn,6.3113,1.77,12.29,18.7613906,1083.2178,2.50
Croatia,2017,Cassava,0,1.77,12.29,18.7613906,1083.2178,2.50
Croatia,2017,Potato,15.874,1.77,12.29,18.7613906,1083.2178,2.50
Croatia,2017,Soybean,2.4405,1.77,12.29,18.7613906,1083.2178,2.50
Croatia,2017,Wheat,5.8083997,1.77,12.29,18.7613906,1083.2178,2.50
Croatia,2017,Rice,0,1.77,12.29,18.7613906,1083.2178,2.50
Croatia,2018,Corn,9.123799,1.91,13.08,20.00144978,1122.6525,2.79
Croatia,2018,Cassava,0,1.91,13.08,20.00144978,1122.6525,2.79
Croatia,2018,Potato,19.661299,1.91,13.08,20.00144978,1122.6525,2.79
Croatia,2018,Soybean,3.1806,1.91,13.08,20.00144978,1122.6525,2.79
Croatia,2018,Wheat,5.4388,1.91,13.08,20.00144978,1122.6525,2.79
Croatia,2018,Rice,0,1.91,13.08,20.00144978,1122.6525,2.79
Croatia,2019,Corn,8.9817,1.74,13.16,15.91485399,1197.9235,2.81
Croatia,2019,Cassava,0,1.74,13.16,15.91485399,1197.9235,2.81
Croatia,2019,Potato,18.4398,1.74,13.16,15.91485399,1197.9235,2.81
Croatia,2019,Soybean,3.1186,1.74,13.16,15.91485399,1197.9235,2.81
Croatia,2019,Wheat,5.6113997,1.74,13.16,15.91485399,1197.9235,2.81
Croatia,2019,Rice,0,1.74,13.16,15.91485399,1197.9235,2.81
Croatia,2020,Corn,8.427899,1.7,12.62,16.1208593,1002.09,0.00
Croatia,2020,Cassava,0,1.7,12.62,16.1208593,1002.09,0.00
Croatia,2020,Potato,18.679499,1.7,12.62,16.1208593,1002.09,0.00
Croatia,2020,Soybean,3.0863,1.7,12.62,16.1208593,1002.09,0.00
Croatia,2020,Wheat,5.868,1.7,12.62,16.1208593,1002.09,0.00
Croatia,2020,Rice,0,1.7,12.62,16.1208593,1002.09,0.00
Cuba,1990,Corn,0.87189996,1.09,25.89,20.92157155,941.21094,0.72
Cuba,1990,Cassava,2.7941,1.09,25.89,20.92157155,941.21094,0.72
Cuba,1990,Potato,12.0271,1.09,25.89,20.92157155,941.21094,0.72
Cuba,1990,Soybean,0,1.09,25.89,20.92157155,941.21094,0.72
Cuba,1990,Wheat,0,1.09,25.89,20.92157155,941.21094,0.72
Cuba,1990,Rice,3.0579998,1.09,25.89,20.92157155,941.21094,0.72
Cuba,1991,Corn,0.8027,1.08,25.93,20.64558934,1009.92413,0.71
Cuba,1991,Cassava,3.2382,1.08,25.93,20.64558934,1009.92413,0.71
Cuba,1991,Potato,13.397599,1.08,25.93,20.64558934,1009.92413,0.71
Cuba,1991,Soybean,0,1.08,25.93,20.64558934,1009.92413,0.71
Cuba,1991,Wheat,0,1.08,25.93,20.64558934,1009.92413,0.71
Cuba,1991,Rice,2.8105,1.08,25.93,20.64558934,1009.92413,0.71
Cuba,1992,Corn,0.81839997,1.03,25.46,20.43088197,927.2457,0.6816730000000001
Cuba,1992,Cassava,3.9812,1.03,25.46,20.43088197,927.2457,0.6816730000000001
Cuba,1992,Potato,18.0313,1.03,25.46,20.43088197,927.2457,0.6816730000000001
Cuba,1992,Soybean,0,1.03,25.46,20.43088197,927.2457,0.6816730000000001
Cuba,1992,Wheat,0,1.03,25.46,20.43088197,927.2457,0.6816730000000001
Cuba,1992,Rice,2.1901999,1.03,25.46,20.43088197,927.2457,0.6816730000000001
Cuba,1993,Corn,0.7252,1.01,25.62,20.27809423,1075.6394,0.6735289999999999
Cuba,1993,Cassava,3.0203998,1.01,25.62,20.27809423,1075.6394,0.6735289999999999
Cuba,1993,Potato,16.9583,1.01,25.62,20.27809423,1075.6394,0.6735289999999999
Cuba,1993,Soybean,0,1.01,25.62,20.27809423,1075.6394,0.6735289999999999
Cuba,1993,Wheat,0,1.01,25.62,20.27809423,1075.6394,0.6735289999999999
Cuba,1993,Rice,1.9113,1.01,25.62,20.27809423,1075.6394,0.6735289999999999
Cuba,1994,Corn,0.9482,1,26.07,20.18787091,989.1592,0.6657660000000001
Cuba,1994,Cassava,2.6058,1,26.07,20.18787091,989.1592,0.6657660000000001
Cuba,1994,Potato,12.950999,1,26.07,20.18787091,989.1592,0.6657660000000001
Cuba,1994,Soybean,0,1,26.07,20.18787091,989.1592,0.6657660000000001
Cuba,1994,Wheat,0,1,26.07,20.18787091,989.1592,0.6657660000000001
Cuba,1994,Rice,2.3246999,1,26.07,20.18787091,989.1592,0.6657660000000001
Cuba,1995,Corn,1.0533,1,25.67,20.1608568,1042.0082,0.6656960000000001
Cuba,1995,Cassava,3.006,1,25.67,20.1608568,1042.0082,0.6656960000000001
Cuba,1995,Potato,21.2946,1,25.67,20.1608568,1042.0082,0.6656960000000001
Cuba,1995,Soybean,0,1,25.67,20.1608568,1042.0082,0.6656960000000001
Cuba,1995,Wheat,0,1,25.67,20.1608568,1042.0082,0.6656960000000001
Cuba,1995,Rice,2.5604,1,25.67,20.1608568,1042.0082,0.6656960000000001
Cuba,1996,Corn,1.1692,1.04,25.19,20.29433152,1019.2259,0.69
Cuba,1996,Cassava,3.2775998,1.04,25.19,20.29433152,1019.2259,0.69
Cuba,1996,Potato,26.5695,1.04,25.19,20.29433152,1019.2259,0.69
Cuba,1996,Soybean,0,1.04,25.19,20.29433152,1019.2259,0.69
Cuba,1996,Wheat,0,1.04,25.19,20.29433152,1019.2259,0.69
Cuba,1996,Rice,2.4573998,1.04,25.19,20.29433152,1019.2259,0.69
Cuba,1997,Corn,1.2735,1,25.86,20.604977,825.20984,0.66
Cuba,1997,Cassava,2.5974,1,25.86,20.604977,825.20984,0.66
Cuba,1997,Potato,19.1462,1,25.86,20.604977,825.20984,0.66
Cuba,1997,Soybean,0,1,25.86,20.604977,825.20984,0.66
Cuba,1997,Wheat,0,1,25.86,20.604977,825.20984,0.66
Cuba,1997,Rice,2.8781,1,25.86,20.604977,825.20984,0.66
Cuba,1998,Corn,1.3039,1.02,26.06,20.97254149,937.3775,0.67
Cuba,1998,Cassava,3.0865,1.02,26.06,20.97254149,937.3775,0.67
Cuba,1998,Potato,16.9523,1.02,26.06,20.97254149,937.3775,0.67
Cuba,1998,Soybean,0,1.02,26.06,20.97254149,937.3775,0.67
Cuba,1998,Wheat,0,1.02,26.06,20.97254149,937.3775,0.67
Cuba,1998,Rice,2.2772,1.02,26.06,20.97254149,937.3775,0.67
Cuba,1999,Corn,2.0096,0.93,25.57,21.27677326,1031.4878,0.67
Cuba,1999,Cassava,4.1775,0.93,25.57,21.27677326,1031.4878,0.67
Cuba,1999,Potato,24.658499,0.93,25.57,21.27677326,1031.4878,0.67
Cuba,1999,Soybean,0,0.93,25.57,21.27677326,1031.4878,0.67
Cuba,1999,Wheat,0,0.93,25.57,21.27677326,1031.4878,0.67
Cuba,1999,Rice,3.2673,0.93,25.57,21.27677326,1031.4878,0.67
Cuba,2000,Corn,2.1629,0.9,25.49,21.39742057,726.2655,0.6868799999999999
Cuba,2000,Cassava,4.8704,0.9,25.49,21.39742057,726.2655,0.6868799999999999
Cuba,2000,Potato,27.443499,0.9,25.49,21.39742057,726.2655,0.6868799999999999
Cuba,2000,Soybean,0,0.9,25.49,21.39742057,726.2655,0.6868799999999999
Cuba,2000,Wheat,0,0.9,25.49,21.39742057,726.2655,0.6868799999999999
Cuba,2000,Rice,2.7625,0.9,25.49,21.39742057,726.2655,0.6868799999999999
Cuba,2001,Corn,2.3305,0.81,25.62,21.20630854,870.96765,0.66
Cuba,2001,Cassava,5.1221,0.81,25.62,21.20630854,870.96765,0.66
Cuba,2001,Potato,26.0507,0.81,25.62,21.20630854,870.96765,0.66
Cuba,2001,Soybean,0,0.81,25.62,21.20630854,870.96765,0.66
Cuba,2001,Wheat,0,0.81,25.62,21.20630854,870.96765,0.66
Cuba,2001,Rice,3.2689,0.81,25.62,21.20630854,870.96765,0.66
Cuba,2002,Corn,2.5277998,0.74,25.98,20.75606115,962.91254,0.6635340000000001
Cuba,2002,Cassava,8.4044,0.74,25.98,20.75606115,962.91254,0.6635340000000001
Cuba,2002,Potato,25.7689,0.74,25.98,20.75606115,962.91254,0.6635340000000001
Cuba,2002,Soybean,0,0.74,25.98,20.75606115,962.91254,0.6635340000000001
Cuba,2002,Wheat,0,0.74,25.98,20.75606115,962.91254,0.6635340000000001
Cuba,2002,Rice,3.4959,0.74,25.98,20.75606115,962.91254,0.6635340000000001
Cuba,2003,Corn,2.7222,0.71,25.92,20.19762491,879.3837,0.67
Cuba,2003,Cassava,7.1499996,0.71,25.92,20.19762491,879.3837,0.67
Cuba,2003,Potato,23.970999,0.71,25.92,20.19762491,879.3837,0.67
Cuba,2003,Soybean,0,0.71,25.92,20.19762491,879.3837,0.67
Cuba,2003,Wheat,0,0.71,25.92,20.19762491,879.3837,0.67
Cuba,2003,Rice,3.4984999,0.71,25.92,20.19762491,879.3837,0.67
Cuba,2004,Corn,2.7457,0.75,25.67,19.68194634,636.6153,0.68
Cuba,2004,Cassava,5.99,0.75,25.67,19.68194634,636.6153,0.68
Cuba,2004,Potato,26.3995,0.75,25.67,19.68194634,636.6153,0.68
Cuba,2004,Soybean,0,0.75,25.67,19.68194634,636.6153,0.68
Cuba,2004,Wheat,0,0.75,25.67,19.68194634,636.6153,0.68
Cuba,2004,Rice,3.0976999,0.75,25.67,19.68194634,636.6153,0.68
Cuba,2005,Corn,2.33,0.86,25.62,19.35997194,1147.9572,0.6866869999999999
Cuba,2005,Cassava,5.4600997,0.86,25.62,19.35997194,1147.9572,0.6866869999999999
Cuba,2005,Potato,25.4222,0.86,25.62,19.35997194,1147.9572,0.6866869999999999
Cuba,2005,Soybean,0,0.86,25.62,19.35997194,1147.9572,0.6866869999999999
Cuba,2005,Wheat,0,0.86,25.62,19.35997194,1147.9572,0.6866869999999999
Cuba,2005,Rice,2.8899999,0.86,25.62,19.35997194,1147.9572,0.6866869999999999
Cuba,2006,Corn,2.5,0.9,25.84,19.19549163,993.31903,0.69
Cuba,2006,Cassava,5.6499,0.9,25.84,19.19549163,993.31903,0.69
Cuba,2006,Potato,24.6406,0.9,25.84,19.19549163,993.31903,0.69
Cuba,2006,Soybean,0,0.9,25.84,19.19549163,993.31903,0.69
Cuba,2006,Wheat,0,0.9,25.84,19.19549163,993.31903,0.69
Cuba,2006,Rice,3.04,0.9,25.84,19.19549163,993.31903,0.69
Cuba,2007,Corn,2.61,0.88,25.88,19.0582325,1272.2377,0.6809459999999999
Cuba,2007,Cassava,6.6063,0.88,25.88,19.0582325,1272.2377,0.6809459999999999
Cuba,2007,Potato,14.7098,0.88,25.88,19.0582325,1272.2377,0.6809459999999999
Cuba,2007,Soybean,0,0.88,25.88,19.0582325,1272.2377,0.6809459999999999
Cuba,2007,Wheat,0,0.88,25.88,19.0582325,1272.2377,0.6809459999999999
Cuba,2007,Rice,3.23,0.88,25.88,19.0582325,1272.2377,0.6809459999999999
Cuba,2008,Corn,2.5205,0.89,25.53,18.95804684,963.7155,0.69
Cuba,2008,Cassava,6.4582,0.89,25.53,18.95804684,963.7155,0.69
Cuba,2008,Potato,20.0327,0.89,25.53,18.95804684,963.7155,0.69
Cuba,2008,Soybean,0,0.89,25.53,18.95804684,963.7155,0.69
Cuba,2008,Wheat,0,0.89,25.53,18.95804684,963.7155,0.69
Cuba,2008,Rice,2.8035998,0.89,25.53,18.95804684,963.7155,0.69
Cuba,2009,Corn,1.4943,0.91,25.67,18.90478694,830.2826,0.70
Cuba,2009,Cassava,5.2999997,0.91,25.67,18.90478694,830.2826,0.70
Cuba,2009,Potato,22.3237,0.91,25.67,18.90478694,830.2826,0.70
Cuba,2009,Soybean,0,0.91,25.67,18.90478694,830.2826,0.70
Cuba,2009,Wheat,0,0.91,25.67,18.90478694,830.2826,0.70
Cuba,2009,Rice,2.6123,0.91,25.67,18.90478694,830.2826,0.70
Cuba,2010,Corn,1.4382,0.92,24.88,18.90830509,1022.16754,0.71
Cuba,2010,Cassava,5.5615,0.92,24.88,18.90830509,1022.16754,0.71
Cuba,2010,Potato,22.0851,0.92,24.88,18.90830509,1022.16754,0.71
Cuba,2010,Soybean,0,0.92,24.88,18.90830509,1022.16754,0.71
Cuba,2010,Wheat,0,0.92,24.88,18.90830509,1022.16754,0.71
Cuba,2010,Rice,2.5755,0.92,24.88,18.90830509,1022.16754,0.71
Cuba,2011,Corn,2.47,0.94,25.67,19.67207389,967.76166,0.7227089999999999
Cuba,2011,Cassava,5.9763,0.94,25.67,19.67207389,967.76166,0.7227089999999999
Cuba,2011,Potato,22.4847,0.94,25.67,19.67207389,967.76166,0.7227089999999999
Cuba,2011,Soybean,0,0.94,25.67,19.67207389,967.76166,0.7227089999999999
Cuba,2011,Wheat,0,0.94,25.67,19.67207389,967.76166,0.7227089999999999
Cuba,2011,Rice,2.7224998,0.94,25.67,19.67207389,967.76166,0.7227089999999999
Cuba,2012,Corn,2.3471,0.99,25.61,19.62763655,1048.8423,0.76
Cuba,2012,Cassava,6.5,0.99,25.61,19.62763655,1048.8423,0.76
Cuba,2012,Potato,20.5385,0.99,25.61,19.62763655,1048.8423,0.76
Cuba,2012,Soybean,0,0.99,25.61,19.62763655,1048.8423,0.76
Cuba,2012,Wheat,0,0.99,25.61,19.62763655,1048.8423,0.76
Cuba,2012,Rice,3.1650999,0.99,25.61,19.62763655,1048.8423,0.76
Cuba,2013,Corn,2.3920999,0.98,25.83,19.91134939,943.5037,0.75
Cuba,2013,Cassava,7.0354,0.98,25.83,19.91134939,943.5037,0.75
Cuba,2013,Potato,21.594799,0.98,25.83,19.91134939,943.5037,0.75
Cuba,2013,Soybean,0,0.98,25.83,19.91134939,943.5037,0.75
Cuba,2013,Wheat,0,0.98,25.83,19.91134939,943.5037,0.75
Cuba,2013,Rice,3.3999999,0.98,25.83,19.91134939,943.5037,0.75
Cuba,2014,Corn,2.3058,1,25.91,20.76206027,916.4156,0.7635730000000001
Cuba,2014,Cassava,6.3431,1,25.91,20.76206027,916.4156,0.7635730000000001
Cuba,2014,Potato,20.7586,1,25.91,20.76206027,916.4156,0.7635730000000001
Cuba,2014,Soybean,0,1,25.91,20.76206027,916.4156,0.7635730000000001
Cuba,2014,Wheat,0,1,25.91,20.76206027,916.4156,0.7635730000000001
Cuba,2014,Rice,3.4085,1,25.91,20.76206027,916.4156,0.7635730000000001
Cuba,2015,Corn,2.4280999,1,26.57,21.40051655,871.8468,0.76
Cuba,2015,Cassava,6.3522997,1,26.57,21.40051655,871.8468,0.76
Cuba,2015,Potato,22.720098,1,26.57,21.40051655,871.8468,0.76
Cuba,2015,Soybean,0,1,26.57,21.40051655,871.8468,0.76
Cuba,2015,Wheat,0,1,26.57,21.40051655,871.8468,0.76
Cuba,2015,Rice,3.7268999,1,26.57,21.40051655,871.8468,0.76
Cuba,2016,Corn,2.3734,1.01,26.15,19.74760389,906.93384,0.77
Cuba,2016,Cassava,5.8511996,1.01,26.15,19.74760389,906.93384,0.77
Cuba,2016,Potato,21.726799,1.01,26.15,19.74760389,906.93384,0.77
Cuba,2016,Soybean,0,1.01,26.15,19.74760389,906.93384,0.77
Cuba,2016,Wheat,0,1.01,26.15,19.74760389,906.93384,0.77
Cuba,2016,Rice,3.6713,1.01,26.15,19.74760389,906.93384,0.77
Cuba,2017,Corn,2.3690999,0.98,26.19,20.13278651,1196.3331,0.7548849999999999
Cuba,2017,Cassava,6.0348997,0.98,26.19,20.13278651,1196.3331,0.7548849999999999
Cuba,2017,Potato,21.736,0.98,26.19,20.13278651,1196.3331,0.7548849999999999
Cuba,2017,Soybean,0,0.98,26.19,20.13278651,1196.3331,0.7548849999999999
Cuba,2017,Wheat,0,0.98,26.19,20.13278651,1196.3331,0.7548849999999999
Cuba,2017,Rice,3.6021998,0.98,26.19,20.13278651,1196.3331,0.7548849999999999
Cuba,2018,Corn,2.3904998,0.98,26,20.91536648,1048.4238,0.7548849999999999
